id,creatorId,title,content,type,category,thumbnail,mediaUrl,isLocked,isPremium,price,currency,likesCount,commentsCount,viewsCount,createdAt,updatedAt,mediaUrl_backup,thumbnail_backup,imageAspectRatio,isSellable,minSubscriptionTier
cmbzp0do60001qoub503wj36a,cmbvrce6i0002qowpjh5yhlkm,sdfsd,sdfsd,image,Intimate,/media/thumbposts/thumb_intimate_1752770675_2296.webp,/media/posts/post_intimate_1752770639_1048.webp,t,t,,SOL,1,1,0,2025-06-16 22:55:40.087,2025-07-18 03:50:12.211,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/479ead29dd7b9f20eb87cdb4cb6c3013.jpg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/479ead29dd7b9f20eb87cdb4cb6c3013.jpg,,f,
cmbzdqa6t000jqoe13nkrof9g,cmbvffs2y0000qojofs8mj5u1,Casino de Monte-Carlo,Big Money Starts Here!,image,Lifestyle,/media/thumbposts/thumb_lifestyle_1752770256_1707.webp,/media/posts/post_lifestyle_1752770129_7460.webp,f,f,,SOL,6,0,0,2025-06-16 17:39:53.237,2025-07-18 03:50:12.36,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/8a7ab9f9cc9cc863bed9d52a8454632c.jpg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/8a7ab9f9cc9cc863bed9d52a8454632c.jpg,,f,
cmc05ndva002iqoubqxdmmnbk,cmbvpwubh0000qopgm0qygr14,My mood every morning,0_o,image,Tech,/media/thumbposts/thumb_tech_1752770104_4591.webp,/media/posts/post_tech_1752770086_5792.webp,t,f,,SOL,2,0,0,2025-06-17 06:41:27.286,2025-07-18 03:50:12.585,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/94c85ef6ebeb7018d3359c0e7d5a8f4e.jpg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_94c85ef6ebeb7018d3359c0e7d5a8f4e.webp,,f,
cmc1m0q1c0008qoqhatdfisqf,cmbvtqy84000gqowpvlo2r5tp,Renault 5 GT 1980 Restomod,Rally roots. Street soul. Renault 5 Turbo GT 1980 Restomod,image,Art,/media/thumbposts/thumb_art_1752769977_5041.webp,/media/posts/post_art_1752770037_9360.webp,t,f,,SOL,1,0,0,2025-06-18 07:07:29.617,2025-07-18 03:50:11.288,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/24b6728642b82a8d412d2f0bfd664f96.png,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/24b6728642b82a8d412d2f0bfd664f96.png,,f,
cmc1v938m000oqoqhwjqguqzf,cmc0apnf90038qoublubz4128,before auto cad,Office life before the invention of AutoCAD and other drafting softwares ,image,Technology,/media/thumbposts/thumb_art_1752769980_5788.webp,/media/posts/post_art_1752770026_2806.webp,f,f,,SOL,2,0,0,2025-06-18 11:25:56.518,2025-07-18 03:50:11.31,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/6b5a44d9f288f3d080af276bb5a274b8.webp,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/6b5a44d9f288f3d080af276bb5a274b8.webp,,f,
cmc0b80gu003aqoub5gpgyu89,cmbzncu4a0000qon0l7102und,17 june,"🌿 June 17 — Mitrofan Navoznik (Folk Day in Russia)\\nOn this day, people cleaned barns and spread manure — a tradition believed to bring a good harvest. Hence the nickname Navoznik (""Manure Man"").\\n\\nFolk weather signs:\\n🌧 Rain – many mushrooms and berries ahead\\n☀️ Dew in the morning – expect a warm, clear day\\n🕊 Swallows flying low – rain is coming\\n\\nWhat to do:\\nClean the barn, tend the land, and avoid quarrels — peace brings prosperity.\\n\\n#sfolkcalendar #Russiantraditions #June17 #weatherlore",image,Art,/media/thumbposts/thumb_art_1752770037_4994.webp,/media/posts/post_art_1752769973_5355.webp,f,f,,SOL,8,0,0,2025-06-17 09:17:27.774,2025-07-18 03:50:11.441,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/1dc445614753be1e497a291fb06c4c41.png,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/1dc445614753be1e497a291fb06c4c41.png,,f,
cmc0nl4be000jqoft24td01tj,cmbv5ezor0001qoe08nrb9ie7,Market Crash,No freeaking way! LABUBU is going down!!!,image,DeFi,/media/thumbposts/thumb_education_1752770472_6161.webp,/media/posts/post_education_1752770502_3604.webp,f,f,,SOL,7,2,0,2025-06-17 15:03:34.682,2025-07-18 03:50:11.542,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/122b183176e46f94da88f23dbc9501a5.png,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_122b183176e46f94da88f23dbc9501a5.webp,,f,
cmc1vdte6000qqoqhacd6qyaj,cmc0apnf90038qoublubz4128,A Man-Machine Graphical Communication System," The first design drawings can be dated as far back to the 16th and 17th century. Utilizing handmade tools to draw concepts and measurements.  Of course, as mankind evolved, so did the tools, eventually developing drafting tables, drawing boards, T-squares, triangles, French curves, and advanced compasses.  Up until the early 1950s, all technical drawings were done by hand using these tools.  This timing consuming and skillful task required accuracy, a keen knowledge of measurement, and an understanding of geometry. \\n\\n   Until Dr. Paul J Hanratty changed the game by inventing a program that could draw simple lines on the computer when they were the size of a room in.  Hanratty then worked with a research team at MIT to expand his work which resulted in a program called Pronto (Program for Numerical Tooling Operations) in 1957.  Also at MIT in 1962, the first graphical user interface using a light pen to draw on a cathode ray tube was presented by Ivan Sutherland.  This was called ""Sketchpad, A Man-Machine Graphical Communication System"".\\nIn the 1960's, key breakthroughs were the first digitizer and the first production interactive graphics manufacturing system, DAC-1.\\n\\n   The biggest jump in CAD was in the 1980's when Autodesk released AutoCAD in 1983.  This was a big step as computers were evolving alongside CAD.  With the use of AutoCAD and computers available at a larger scale, design engineering became vastly more affordable.\\n\\n   3D modeling came into the picture in 1987 with the release of Pro/ENGINEER.  In 1995, SolidWorks was released for use in Windows.",image,Technology,/media/thumbposts/thumb_education_1752770587_3088.webp,/media/posts/post_trading_1752770335_2756.webp,f,f,,SOL,2,0,0,2025-06-18 11:29:37.039,2025-07-18 03:50:11.691,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/72ef029b0edfa4e109b12bf5c7794f7d.png,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/72ef029b0edfa4e109b12bf5c7794f7d.png,,f,
cmc1bhgaa0003qo8dmi4rglea,cmbvrce6i0002qowpjh5yhlkm,sss,sss,image,Intimate,/media/thumbposts/thumb_intimate_1752770654_6661.webp,/media/posts/post_intimate_1752770661_6037.webp,t,f,0.1,SOL,0,0,0,2025-06-18 02:12:34.355,2025-07-18 03:50:12.152,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/15f53d0e13dbf277baba0051c734a2b9.webp,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_15f53d0e13dbf277baba0051c734a2b9.webp,,f,
cmc1btyhk0009qo8deq5j5fg9,cmbvrce6i0002qowpjh5yhlkm,zzz,zzz,image,Intimate,/media/thumbposts/thumb_intimate_1752770689_2169.webp,/media/posts/post_intimate_1752770679_1937.webp,t,f,0.2,SOL,0,0,0,2025-06-18 02:22:17.817,2025-07-18 03:50:12.244,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/b781663b18901dc4f88acf2e64aead91.jpg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_b781663b18901dc4f88acf2e64aead91.webp,,f,
cmc0gmghm003kqoublm16kkz8,cmbzncu4a0000qon0l7102und,17 june,Secrets folk,image,Lifestyle,/media/thumbposts/thumb_lifestyle_1752770184_3077.webp,/media/posts/post_lifestyle_1752770181_5596.webp,t,f,1,SOL,6,1,0,2025-06-17 11:48:39.803,2025-07-18 03:50:12.301,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/35840108f8ea97df9c7fe3d379ba5d2c.mp4,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/videos/thumb_35840108f8ea97df9c7fe3d379ba5d2c.webp,,f,
cmc1bfl5i0001qo8dsxqpiyot,cmbv5ezor0001qoe08nrb9ie7,Goose,Im selling my goose,image,Lifestyle,/media/thumbposts/thumb_lifestyle_1752770218_5213.webp,/media/posts/post_lifestyle_1752770188_8183.webp,f,f,0.1,SOL,4,0,0,2025-06-18 02:11:07.35,2025-07-18 03:50:12.31,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/5c7bf1b6701a15c2d1ec801d269689e0.jpg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_5c7bf1b6701a15c2d1ec801d269689e0.webp,,f,
cmc28pps2000tqoicn0ptgx7t,cmbzncu4a0000qon0l7102und,18 June ,Folk Omens for June 18\\n\\n🌿 Today is the best time to gather medicinal herbs — they're at their peak strength.\\n🌞 Fair weather today means a dry and productive summer.\\n🐝 Bees flying actively? Expect a good honey harvest.\\n🌿 A calm evening predicts hot days ahead.\\n\\n#folklore #june18 #traditions #omens #naturewisdom,image,Art,/media/thumbposts/thumb_art_1752769877_3976.webp,/media/posts/post_art_1752769861_7208.webp,f,f,,SOL,6,0,0,2025-06-18 17:42:47.234,2025-07-18 03:50:11.013,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/31a82ff930614b9d026af8727ea8b218.jpeg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_31a82ff930614b9d026af8727ea8b218.webp,,f,
cmc2938l20015qoichwt2bwpu,cmc27qyl10001qoic6jb7dax6,style.. Soon,✨✨✨✨❤,image,Art,/media/thumbposts/thumb_art_1752769896_9160.webp,/media/posts/post_art_1752770030_5079.webp,f,f,,SOL,8,0,0,2025-06-18 17:53:18.134,2025-07-18 03:50:11.064,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/b04fe1812c7118c165d6724e19a23030.jpg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_b04fe1812c7118c165d6724e19a23030.webp,,f,
cmc1wba4q000yqoqhc48kf4b9,cmbvffs2y0000qojofs8mj5u1,Billionaire's Diary: Interchange Painting,"💰 Interchange by Willem de Kooning — a $300 million masterpiece! This abstract expressionist gem held the title of the world's priciest painting until 2017. Sold for just $4,000 in 1955, it skyrocketed to $20.7 million at Sotheby's in 1989, later passed to David Geffen, and finally nabbed by an American investor in 2015 for a record-breaking sum.\\n🎨 Its bold strokes scream rebellion and genius. Want to see it? Head to the Art Institute of Chicago. Which wall would this stunner grace in your mansion? 🖼️",image,Art,/media/thumbposts/thumb_art_1752769911_6122.webp,/media/posts/post_art_1752769957_1895.webp,t,f,0.01,SOL,0,0,0,2025-06-18 11:55:38.379,2025-07-18 03:50:11.155,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/31554ca25f03bca95a1d4835b45fd36c.jpg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_31554ca25f03bca95a1d4835b45fd36c.webp,,f,
cmc2890qs000hqoicgn56pitl,cmbvepbbb0000qoc10tbl0078,Disturbing Barb,This picture makes me feel uncomfortable ,image,Art,/media/thumbposts/thumb_art_1752769973_2190.webp,/media/posts/post_art_1752769874_6581.webp,f,f,,SOL,5,0,0,2025-06-18 17:29:48.292,2025-07-18 03:50:11.27,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/7e01b8e79efbd27072267034e9b5f4f1.jpeg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_7e01b8e79efbd27072267034e9b5f4f1.webp,,f,
cmc209pyb001gqoqh6ybkcuwg,cmbvpwubh0000qopgm0qygr14,Water :),premium water,image,Art,/media/thumbposts/thumb_art_1752770030_1666.webp,/media/posts/post_art_1752769915_6436.webp,t,f,,SOL,3,0,0,2025-06-18 13:46:24.035,2025-07-18 03:50:11.423,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/34a85056ba8c03a61db662f592b30112.jpg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/34a85056ba8c03a61db662f592b30112.jpg,,f,
cmc20d4uc001iqoqhcep5683i,cmbvrce6i0002qowpjh5yhlkm,kkk,kkk,image,Intimate,/media/thumbposts/thumb_intimate_1752770665_5205.webp,/media/posts/post_intimate_1752770651_9441.webp,t,f,,SOL,1,0,0,2025-06-18 13:49:03.3,2025-07-18 03:50:12.193,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/3460f592d0c6bfa8b52e429d79808316.jpg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/3460f592d0c6bfa8b52e429d79808316.jpg,,f,
cmc20p90w0009qonfaavyqc3m,cmbvrce6i0002qowpjh5yhlkm,fff,fffff,image,Intimate,/media/thumbposts/thumb_intimate_1752770682_9671.webp,/media/posts/post_intimate_1752770693_2089.webp,f,f,,SOL,5,1,0,2025-06-18 13:58:28.592,2025-07-18 03:50:12.226,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/b2d05fe38f9e52fc35d9b89d63a86337.jpg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_b2d05fe38f9e52fc35d9b89d63a86337.webp,,f,
cmc2d53d8001vqoic3f3yxxc0,cmc27qyl10001qoic6jb7dax6,🦢сразу пять малышей,"🦢У лебедей на Патриарших вылупилось сразу пять малышей\\n\\n...в последние годы у семьи не получалось вывести потомство, но свершилось чудо",image,Lifestyle,/media/thumbposts/thumb_lifestyle_1752770256_1707.webp,/media/posts/post_lifestyle_1752770129_7460.webp,f,f,,SOL,8,0,0,2025-06-18 19:46:43.149,2025-07-18 03:50:12.36,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/8ef08e1ed9449a737dada3cb54ed1a54.jpg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_8ef08e1ed9449a737dada3cb54ed1a54.webp,,f,
cmc370qxx003fqodmnfy6tnmj,cmbzncu4a0000qon0l7102und,19 June ,🌿 Folk Signs for June 19 – Ilarion's Day:\\n\\n• Morning dew means a good harvest.\\n• Clear and dry weather — expect a rich grain yield.\\n• Rain — prolonged bad weather ahead.\\n• Swallows flying low — rain is coming.\\n• Lots of mosquitoes — expect heat.\\n• Spider webs on the grass — sunny days ahead.\\n\\nPeople watched the weather closely — haymaking season was near!,image,Lifestyle,/media/thumbposts/thumb_lifestyle_1752770252_2933.webp,/media/posts/post_lifestyle_1752770171_7845.webp,f,f,,SOL,7,0,0,2025-06-19 09:43:08.901,2025-07-18 03:50:12.354,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/fb62b7b05956b50d5933aa21f61e2361.jpeg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_fb62b7b05956b50d5933aa21f61e2361.webp,,f,
cmc4240js0003qokmvvsfcv41,cmbv5ezor0001qoe08nrb9ie7,Art Of Rug,My new book,image,Art,/media/thumbposts/thumb_art_1752769900_8480.webp,/media/posts/post_art_1752770040_1821.webp,t,f,0.01,SOL,5,0,0,2025-06-20 00:13:29.416,2025-07-18 03:50:11.087,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/ea1f7ecf6165ffdb575d3d9febc4321e.png,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_ea1f7ecf6165ffdb575d3d9febc4321e.webp,,f,
cmc4a9uky0009qo5j7j7yajvd,cmbv53b7h0000qoe0vy4qwkap,⚡ Flash Sales Activated (and nothing broke… I think),"Just dropped a new feature: Flash Sales for posts and subscriptions.\\nYou can now slap a timer on your offers and make your followers panic-buy like it's Black Friday at a cursed mall.\\n\\n⏳ Set a limited-time deal\\n🔥 Works for posts and subs\\n💥 Probably didn't break anything (but who really knows)\\n\\nTry it out, make it spicy, and if something explodes — tag me, I've got duct tape.",image,Art,/media/thumbposts/thumb_art_1752769961_5189.webp,/media/posts/post_art_1752769918_7480.webp,f,f,,SOL,5,0,0,2025-06-20 04:01:58.546,2025-07-18 03:50:11.226,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/a5d4821f3f1c6b37775f7fe99318c926.png,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_a5d4821f3f1c6b37775f7fe99318c926.webp,,f,
cmc3o8ze0000lqo6nxatns24u,cmbvrce6i0002qowpjh5yhlkm,sss,sss,image,Intimate,/media/thumbposts/thumb_intimate_1752770686_7334.webp,/media/posts/post_intimate_1752770632_1578.webp,t,f,,SOL,0,0,0,2025-06-19 17:45:26.568,2025-07-18 03:50:12.233,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/66574e871202a9c84c7fd5dfc3adeb6c.webp,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_66574e871202a9c84c7fd5dfc3adeb6c.webp,,f,
cmc4hupwq0043qo5jhct1htzo,cmbzncu4a0000qon0l7102und,20 June ,"🌾 Folk Signs for June 20 — Fedot the Guardian\\n\\n• Lots of morning dew — expect clear weather.\\n• Birds bathing — heat is coming.\\n• Thunder today — a rich walnut harvest ahead.\\n• Morning fog — good oat harvest.\\n• Rain in the morning — summer will be wet.\\n• Arguing today is a bad omen — it may ""quarrel"" the crops.\\n\\n👩‍🌾 On this day, people protected their fields and avoided sewing or knitting — to not ""stitch up"" the land's fertility.\\n\\n#folklore #traditions #June20\\n",image,Lifestyle,/media/thumbposts/thumb_lifestyle_1752770207_6151.webp,/media/posts/post_lifestyle_1752770177_2979.webp,f,f,0.01,SOL,5,0,0,2025-06-20 07:34:09.578,2025-07-18 03:50:12.307,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/6a589c3a82fcfa0814ba4638c14730d5.png,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_6a589c3a82fcfa0814ba4638c14730d5.webp,,f,
cmc5dnl340007qoqgu5buss8u,cmbv53b7h0000qoe0vy4qwkap,test,test,image,Art,/media/thumbposts/thumb_art_1752769904_3027.webp,/media/posts/post_art_1752769904_8592.webp,f,f,,SOL,4,0,0,2025-06-20 22:24:24.448,2025-07-18 03:50:11.112,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/bd14564f982077960914a014c9d870ba.png,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_bd14564f982077960914a014c9d870ba.webp,,f,
cmc50tfjt0001qomuz4m84nnm,cmbvtqy84000gqowpvlo2r5tp,Simca 1100 GRX Restomod,From French grocery-getter to track-day predator.,image,Art,/media/thumbposts/thumb_art_1752769907_7160.webp,/media/posts/post_art_1752769896_8997.webp,f,f,,SOL,6,0,0,2025-06-20 16:25:02.202,2025-07-18 03:50:11.152,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/6110d05842ecd7be6f1a296540193fd7.png,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_6110d05842ecd7be6f1a296540193fd7.webp,,f,
cmc5871xy0040qon7qng26sc5,cmc27qyl10001qoic6jb7dax6,Book📕,"«мертвое время» с умом\\n\\n«Мертвое время» — промежутки между делами: поездки в общественном транспорте, очереди, ожидание друзей или коллег. Люблю чить умные книги.. \\n\\nВ эти моменты не стоит убивать время бесполезными игрушками или скроллингом соц. сетей. Лучше почитайте книгу, которую давно хотели начать. Хоть книга для мужчиной. Но мне 🤔💭",image,Art,/media/thumbposts/thumb_art_1752770033_9296.webp,/media/posts/post_art_1752770011_4655.webp,f,f,,SOL,6,0,0,2025-06-20 19:51:35.062,2025-07-18 03:50:11.434,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/4408b750164cacbb222648c737e11042.jpg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_4408b750164cacbb222648c737e11042.webp,,f,
cmc57w8ag003mqon78qrkzy9g,cmc27qyl10001qoic6jb7dax6,❤ Show must go on.. ,"Формула твоего везения\\n\\nСчастливый случай = удача + действия. То есть, чтобы в жизни было больше везения, нужно быть более активным, причём буквально. ",image,Intimate,/media/thumbposts/thumb_intimate_1752770658_3003.webp,/media/posts/post_intimate_1752770700_7615.webp,t,f,,SOL,4,0,0,2025-06-20 19:43:10.072,2025-07-18 03:50:12.166,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/4f64a219957b69b2a98e66a521d0dbca.jpg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_4f64a219957b69b2a98e66a521d0dbca.webp,,f,
cmc5cp84i0001qoybxpafvcyd,cmbzncu4a0000qon0l7102und,21 June ,"🌞 June 21 — Kupala Day, Summer Solstice\\nFolk signs:\\n\\n• Clear skies — a hot summer ahead\\n• Long sunlight — a rich harvest year\\n• Morning dew — good flax crop\\n• Fern blooming — brings happiness\\n• Red sunset — heat tomorrow\\n• River bathing — washes away illness\\n\\n🔥 On this day, people wove flower wreaths, jumped over bonfires, and gathered herbs for luck.\\n\\n#folksigns #traditions #June21",image,Lifestyle,/media/thumbposts/thumb_lifestyle_1752770252_2933.webp,/media/posts/post_lifestyle_1752770171_7845.webp,f,f,,SOL,8,1,0,2025-06-20 21:57:41.346,2025-07-18 03:50:12.354,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/5dc92e99d15fe565d159eabf7d6beb31.png,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_5dc92e99d15fe565d159eabf7d6beb31.webp,,f,
cmc5t7nyo0080qoqge9q6e449,cmbvffs2y0000qojofs8mj5u1,investment portfolio,"Believe in HODL DGWTR, add little bit more)",image,Art,/media/thumbposts/thumb_art_1752769969_9760.webp,/media/posts/post_art_1752769950_7829.webp,f,f,,SOL,6,0,0,2025-06-21 05:39:55.536,2025-07-18 03:50:11.264,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/bb2a63b183397ad9564b8a052fabcd20.png,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_bb2a63b183397ad9564b8a052fabcd20.webp,,f,
cmc5pf047004jqoqg82lrddqh,cmbvepbbb0000qoc10tbl0078,🍀,👀,image,Art,/media/thumbposts/thumb_art_1752769993_4169.webp,/media/posts/post_art_1752770044_5762.webp,t,f,,SOL,5,0,0,2025-06-21 03:53:39.416,2025-07-18 03:50:11.356,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/c417a74068858ae8b6758b8126438d49.jpeg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_c417a74068858ae8b6758b8126438d49.webp,,f,
cmc5k1ub5002fqoqgnnkc6bgu,cmbvffs2y0000qojofs8mj5u1,💎 Billionaire's Diary: Hope Diamond 💎,"💰 The Hope Diamond — the world's most expensive jewel, valued at up to $350 million (£288 million)! Discovered in India in 1666, this 45.5-carat blue Golconda gem once dazzled King Louis XIV. From a massive 112 carats to its current brilliance, it's been stolen, recut, and passed through the hands of legends like Harry Winston.\\n✨ Famous for inspiring the Heart of the Ocean in Titanic, its deep blue hue and mysterious history captivate millions. Now shining at the Smithsonian Museum, it's untouchable.💎",image,Art,/media/thumbposts/thumb_art_1752770026_4670.webp,/media/posts/post_art_1752769990_3219.webp,f,f,,SOL,4,0,0,2025-06-21 01:23:27.281,2025-07-18 03:50:11.414,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/7c8a3890b3a3f91691b1489f14aeba5c.jpg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_7c8a3890b3a3f91691b1489f14aeba5c.webp,,f,
cmc5pb32m003rqoqgdlzcb335,cmbv5ezor0001qoe08nrb9ie7,Rug,Rug is coming,image,Blockchain,/media/thumbposts/thumb_gaming_1752770395_8095.webp,/media/posts/post_education_1752770564_2689.webp,f,f,,SOL,5,0,0,2025-06-21 03:50:36.622,2025-07-18 03:50:11.749,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/2bf29f625eb4d79711f6b40898042fd0.png,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_2bf29f625eb4d79711f6b40898042fd0.webp,,f,
cmc69f92700aaqoqgyu2u262f,cmbvbhqig000dqosofkgoocof,Fancy food,Fancy food this night,image,Lifestyle,/media/thumbposts/thumb_lifestyle_1752770149_4554.webp,/media/posts/post_lifestyle_1752770199_3638.webp,t,f,,SOL,5,0,0,2025-06-21 13:13:43.327,2025-07-18 03:50:12.261,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/b0f9fcf367e8ec10567f643cbc670bc2.jpeg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_b0f9fcf367e8ec10567f643cbc670bc2.webp,,f,
cmc5pn8gg0051qoqga35ikjlr,cmbvbhqig000dqosofkgoocof,Friday,Time to chill,image,Lifestyle,/media/thumbposts/thumb_lifestyle_1752770181_1353.webp,/media/posts/post_lifestyle_1752770164_7848.webp,f,f,,SOL,5,0,0,2025-06-21 04:00:03.472,2025-07-18 03:50:12.3,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/602c6b51737020ede59113e41fea3cd2.jpeg,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_602c6b51737020ede59113e41fea3cd2.webp,,f,
cmc5kgj43002rqoqgnc3ifyk7,cmbvffs2y0000qojofs8mj5u1,Billionaire's Diary: Gulfstream G700,"💰 Gulfstream G700 — a $75 million private jet redefining sky-high luxury! Don't let the price fool you; this beast boasts up to five lavish living areas, seating 19 passengers in ultimate comfort. Sustainable style shines with aerodynamic design, vegan leather options, and vegetable-dyed interiors.\\n✈️ Fly far and fast with a 7,500-nautical-mile range (13,890 km) at a blazing 0.925 Mach. From boardroom to bedroom, this jet is your palace in the skies. 🛩️",image,Lifestyle,/media/thumbposts/thumb_lifestyle_1752770184_3077.webp,/media/posts/post_lifestyle_1752770181_5596.webp,f,f,,SOL,5,0,0,2025-06-21 01:34:52.611,2025-07-18 03:50:12.301,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/4c942eeb76615f3a28cbaea45153364a.webp,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_4c942eeb76615f3a28cbaea45153364a.webp,,f,
cmc6glu6300c9qoqgass4d2gc,cmbvtqy84000gqowpvlo2r5tp, Checker Marathon 1978 GT Restomod,A taxi legend of the streets. Rebuilt for speed.,image,Tech,/media/thumbposts/thumb_tech_1752770143_8424.webp,/media/posts/post_tech_1752770063_1940.webp,f,f,,SOL,7,0,0,2025-06-21 16:34:47.931,2025-07-18 03:50:12.635,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/773260f62e46ea1ac36778bec1b9304e.png,https://iwzfrnfemdeomowothhn.supabase.co/storage/v1/object/public/posts/images/thumb_773260f62e46ea1ac36778bec1b9304e.webp,,f,
